errorCode	errorNum         errorMsg
597	ORA-00568     Maximum number of interrupt handlers exceeded
598	ORA-00569     Failed to acquire global enqueue.
599	ORA-00574     osndnt     $CANCEL failure (break)
600	ORA-00575     osndnt     $QIO failure (send out-of-band break)
601	ORA-00576     in-band break protocol error
602	ORA-00577     out-of-band break protocol error
603	ORA-00578     reset protocol error
604	ORA-00579     osndnt     server received malformed connection request
605	ORA-00580     protocol versions do not match
606	ORA-00581     osndnt     cannot allocate context area
607	ORA-00582     osndnt     cannot deallocate context area
608	ORA-00583     osndnt     $TRNLOG failure
609	ORA-00584     cannot close connection
610	ORA-00585     host name has incorrect form
611	ORA-00586     osndnt     LIB$ASN_WTH_MBX failure
612	ORA-00587     cannot connect to remote host
613	ORA-00588     message from host was too short
614	ORA-00589     message from host had incorrect data length
615	ORA-00590     message from host had incorrect message type
616	ORA-00591     incorrect number of bytes written
617	ORA-00592     osndnt     $QIO failure (mailbox queue)
618	ORA-00593     osndnt     $DASSGN failure (network device)
619	ORA-00594     osndnt     $DASSGN failure (mailbox)
620	ORA-00595     osndnt     $QIO failure (receive)
621	ORA-00596     osndnt     $QIO failure (send)
622	ORA-00597     osndnt     $QIO failure (mailbox requeue)
623	ORA-00598     osndnt     $QIO failure (mailbox read)
624	ORA-00600     internal error code, arguments     [], [], [], [], [], [], [], []
625	ORA-00601     cleanup lock conflict
626	ORA-00602     internal programming exception
627	ORA-00603     ORACLE server session terminated by fatal error
628	ORA-00604     error occurred at recursive SQL level
629	ORA-00606     Internal error code
630	ORA-00607     Internal error occurred while making a change to a data block
631	ORA-00608     testing error [] [] [] [] []
632	ORA-00609     could not attach to incoming connection
633	ORA-00610     Internal error code
634	ORA-00701     object necessary for warmstarting database cannot be altered
635	ORA-00702     bootstrap verison '' inconsistent with version ''
636	ORA-00703     maximum number of row cache instance locks exceeded
637	ORA-00704     bootstrap process failure
638	ORA-00705     inconsistent state during start up; shut down the instance, then restart it
639	ORA-00706     error changing format of file ''
640	ORA-00710     new tablespace name is the same as the old tablespace name
641	ORA-00711     new tablespace name is invalid
642	ORA-00712     cannot rename system tablespace
643	ORA-00720     ALTER DATABASE RESET COMPATIBILITY command has been de-supported
644	ORA-00721     changes by release cannot be used by release
645	ORA-00722     Feature ""
646	ORA-00723     Initialization parameter COMPATIBLE must be explicitly set
647	ORA-00724     ALTER DATABASE CONVERT command has been de-supported
648	ORA-00740     datafile size of () blocks exceeds maximum file size
649	ORA-00741     logfile size of () blocks exceeds maximum logfile size
650	ORA-00750     database has been previously mounted and dismounted
651	ORA-00816     error message translation failed
652	ORA-00820     Specified value of sga_max_size is too small, needs to be at least M
653	ORA-00821     Specified value of sga_target M is too small, needs to be at least M
654	ORA-00822     MMAN process terminated with error
655	ORA-00823     Specified value of sga_target greater than sga_max_size
656	ORA-00824     cannot set sga_target due to existing internal settings, see alert log for more information
657	ORA-00825     cannot set db_block_buffers if sga_target set
658	ORA-00826     cannot set sga_target for an ASM instance
659	ORA-00827     could not shrink sga_target to specified value
660	ORA-00828     specified value of shared_pool_reserved_size inconsistent with internal settings
661	ORA-00829     event to stress test self tuning SGA feature by forcing partial granules transfers
662	ORA-00830     cannot set statistics_level to BASIC with auto-tune SGA enabled
663	ORA-00831     event to stress test self tuning SGA feature by doing random memory broker resizes
664	ORA-00832     no streams pool created and cannot automatically create one
665	ORA-00833     event to test cancellation and cache protection by pinning buffers for deferred mode requests
666	ORA-00900     invalid SQL statement
667	ORA-00901     invalid CREATE command
668	ORA-00902     invalid datatype
669	ORA-00903     invalid table name
670	ORA-00904          invalid identifier
671	ORA-00905     missing keyword
672	ORA-00906     missing left parenthesis
673	ORA-00907     missing right parenthesis
674	ORA-00908     missing NULL keyword
675	ORA-00909     invalid number of arguments
676	ORA-00910     specified length too long for its datatype
677	ORA-00911     invalid character
678	ORA-00912     input parameter too long
679	ORA-00913     too many values
680	ORA-00914     missing ADD keyword
681	ORA-00915     network access of dictionary table not currently allowed
682	ORA-00917     missing comma
683	ORA-00918     column ambiguously defined
684	ORA-00919     invalid function
685	ORA-00920     invalid relational operator
686	ORA-00921     unexpected end of SQL command
687	ORA-00922     missing or invalid option
688	ORA-00923     FROM keyword not found where expected
689	ORA-00924     missing BY keyword
690	ORA-00925     missing INTO keyword
691	ORA-00926     missing VALUES keyword
692	ORA-00927     missing equal sign
693	ORA-00928     missing SELECT keyword
694	ORA-00929     missing period
695	ORA-00930     missing asterisk
696	ORA-00931     missing identifier
697	ORA-00932     inconsistent datatypes     expected got
698	ORA-00933     SQL command not properly ended
699	ORA-00934     group function is not allowed here
700	ORA-00935     group function is nested too deeply
701	ORA-00936     missing expression
702	ORA-00937     not a single-group group function
703	ORA-00938     not enough arguments for function
704	ORA-00939     too many arguments for function
705	ORA-00940     invalid ALTER command
706	ORA-00941     missing cluster name
707	ORA-00942     table or view does not exist
708	ORA-00943     cluster does not exist
709	ORA-00944     insufficient number of clustered columns
710	ORA-00945     specified clustered column does not exist
711	ORA-00946     missing TO keyword
712	ORA-00947     not enough values
713	ORA-00948     ALTER CLUSTER statement no longer supported
714	ORA-00949     illegal reference to remote database
715	ORA-00950     invalid DROP option
716	ORA-00951     cluster not empty
717	ORA-00952     missing GROUP keyword
718	ORA-00953     missing or invalid index name
719	ORA-00954     missing IDENTIFIED keyword
720	ORA-00955     name is already used by an existing object
721	ORA-00956     missing or invalid auditing option
722	ORA-00957     duplicate column name
723	ORA-00958     missing CHECK keyword
724	ORA-00959     tablespace '' does not exist
725	ORA-00960     ambiguous column naming in select list
726	ORA-00961     bad datetime/interval value
727	ORA-00962     too many group-by / order-by expressions
728	ORA-00963     unsupported interval type
729	ORA-00964     table name not in FROM list
730	ORA-00965     column aliases not allowed for '*'
731	ORA-00966     missing TABLE keyword
732	ORA-00967     missing WHERE keyword
733	ORA-00968     missing INDEX keyword
734	ORA-00969     missing ON keyword
735	ORA-00970     missing WITH keyword
736	ORA-00971     missing SET keyword
737	ORA-00972     identifier is too long
